captcha_type,captcha_text,user_input,success,typing_time,accuracy,ai_result,generation_strategy,p_distort,p_noise,p_rotate
image (question),B5APP,B5APP,1,4.8,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),DDFEJ,DDFEJ,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),8XB8F,8XB8F,1,5.73,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),LPLN4,LPLN4,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),HVHSS,HVHSS,1,5.23,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),TCAW7,TCAW7,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),8XHT3,8XHT3,1,6.12,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),5S3ET,5S3ET,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),TP7QA,WFB7J,0,7.35,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),JX94G,JX94G,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),FTCCY,FTCCY,1,9.99,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),6GS36,6GS36,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),9YJXL,9YJXL,1,7.2,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),AYWAR,AYWAR,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),P6Y2T,P6Y2T,1,6.77,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),64QD9,64QD9,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),MF2YA,MF2YA,1,4.35,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),AZ2XY,AZ2XY,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),VKYHR,VKYHR,1,6.45,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),YVA9W,YVA9W,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),URTXU,URTXU,1,4.23,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),UZE75,UZE75,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),J5A9X,J5A9X,1,6.92,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),Q8W8B,Q8W8B,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),9JXQM,JPQAG,0,4.57,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),CUAZ9,7GLCW,0,0,0.0,FAILURE_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),APA37,APA37,1,6.32,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),844SH,844SH,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),V2WUC,6Y3B3,0,5.64,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),BVPDB,BVPDB,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),ND2HV,ND2HV,1,6.17,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),QPVDW,QPVDW,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),QLGDV,QLGDV,1,8.89,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),6ESMR,6ESMR,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),H3BKP,H3BKP,1,5.18,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),62EKL,SXEH4,0,0,0.0,FAILURE_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),TBM9W,XY9VL,0,5.39,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),U8VPF,U8VPF,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),7R7WY,7R7WY,1,4.67,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),Z8LZG,Z8LZG,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),AAMTE,AAMTE,1,7.1,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),2BAGF,2BAGF,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),LTFA4,LTFA4,1,7.74,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),N3D7K,N3D7K,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),MFS3V,E73GN,0,3.46,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),MV9HB,MV9HB,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),5KEHW,86GCR,0,8.96,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),XCS2W,XCS2W,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),SFYSR,SFYSR,1,7.07,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),W3WG6,W3WG6,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),NK6U7,NK6U7,1,3.59,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),2KSHB,2KSHB,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),PQP3L,PQP3L,1,6.09,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),JC6KS,JC6KS,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),37DCB,37DCB,1,7.73,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),JZ25G,92Z7A,0,0,0.0,FAILURE_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),K43NN,K43NN,1,3.08,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),W985H,W985H,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),RS32Z,RS32Z,1,3.6,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),5P8PQ,5P8PQ,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),E5KZR,PXN2T,0,5.38,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),LA37E,LA37E,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),37UNN,37UNN,1,5.71,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),RL8WK,RL8WK,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),TBYRF,GKSQM,0,5.7,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),AL7N9,AL7N9,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),RC85E,RC85E,1,8.73,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),XFUKG,XFUKG,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),JAECN,JAECN,1,9.37,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),6QUZK,6QUZK,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),43N45,43N45,1,9.3,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),ZQ7FU,ZQ7FU,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),B6F6T,ZGR9T,0,7.89,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),9CD2L,9CD2L,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),GBAWX,GBAWX,1,8.22,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),5NAD7,5NAD7,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),QQCXY,QQCXY,1,8.74,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),4FADK,4FADK,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),FXAJQ,FXAJQ,1,3.24,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),XGY43,XGY43,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),XDYQV,7MHCP,0,8.37,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),9LGXH,9LGXH,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),4FFPD,4FFPD,1,7.39,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),V7NPH,V7NPH,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),FNLNQ,FNLNQ,1,4.95,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),VB6P2,DT95F,0,0,0.0,FAILURE_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),8V9YX,8V9YX,1,4.23,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),2Y9XC,2Y9XC,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),UNWHU,UNWHU,1,7.31,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),6KZ2V,6KZ2V,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),RGNWH,RGNWH,1,9.62,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),ZLJW2,ZLJW2,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),P42HZ,P42HZ,1,6.78,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),7XHXZ,7XHXZ,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),SFWCR,SFWCR,1,9.94,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),8EFT3,8EFT3,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),CZKZH,CZKZH,1,5.12,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),U8G5R,U8G5R,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),FQSZ2,FQSZ2,1,5.67,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),527VE,527VE,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),NKKTR,NKKTR,1,6.28,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),EGASZ,EGASZ,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),PNZNK,PNZNK,1,9.19,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),9D7F2,9D7F2,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),2MYWM,2MYWM,1,9.49,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),ZHB4W,ZHB4W,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),XEV8E,XEV8E,1,9.66,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),4A2W7,4A2W7,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),9C76F,9C76F,1,5.12,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),8XNKP,8XNKP,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),DU34J,K94AC,0,5.79,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),YSWZF,YSWZF,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),ERSDU,ERSDU,1,3.41,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),F2J6P,F2J6P,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),DWCCD,DWCCD,1,7.1,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),RXDB2,RXDB2,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),3BG3N,7RLPM,0,8.33,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),6948X,6948X,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),953A5,953A5,1,9.22,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),EV5JY,EV5JY,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),VXRPG,AMB3L,0,8.69,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),QVNVC,8RXYD,0,0,0.0,FAILURE_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),NVY56,NVY56,1,3.9,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),3KXT5,3KXT5,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),8RTHF,8RTHF,1,3.74,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),9A7LN,9A7LN,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),JR6DE,JR6DE,1,6.44,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),3LHU7,3LHU7,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),NYZNW,HJKDL,0,6.06,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),UG8UE,UABT5,0,0,0.0,FAILURE_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),9LMX3,9LMX3,1,7.14,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),DA5L4,DA5L4,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),RQVEX,RQVEX,1,5.24,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),SYJ5U,SYJ5U,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),RYN9L,RYN9L,1,8.13,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),3YB5F,3YB5F,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),K47FA,K47FA,1,7.75,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),92NSK,92NSK,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),YTDL3,QFEYK,0,7.97,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),EGZZA,EGZZA,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),D35N9,D9FB9,0,9.48,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),WU9WN,WU9WN,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),NKVFZ,CQ4NW,0,7.7,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),QADDW,QADDW,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),U9RYD,U9RYD,1,6.39,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),WPUDC,WPUDC,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),4ATT3,4ATT3,1,8.86,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),T4W2G,T4W2G,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),FVFT3,FVFT3,1,7.03,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),WCJ2C,WCJ2C,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),MTP8A,MTP8A,1,9.62,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),6KTER,6KTER,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),9MTGD,9MTGD,1,4.32,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),K48VG,K48VG,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),ZPTJW,ZPTJW,1,3.58,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),JPYTC,JPYTC,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),WWYUW,WWYUW,1,5.94,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),E9PAV,E9PAV,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),TXPLC,3JD9H,0,4.02,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),83DS6,83DS6,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),RSY5T,RSY5T,1,3.34,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),L2F3X,L2F3X,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),6NUJX,6NUJX,1,3.88,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),NZBZ9,NZBZ9,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),XPQQM,XPQQM,1,4.93,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),P864K,PLCCZ,0,0,0.0,FAILURE_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),8FBZT,8X7ER,0,3.07,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),XXTDA,XXTDA,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),ZYYZH,ZYYZH,1,9.44,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),98XBQ,98XBQ,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),6SHC4,6SHC4,1,3.36,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),RF9LX,RF9LX,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),5KRJA,5KRJA,1,4.52,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),K7W4B,K7W4B,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),5BAQK,5BAQK,1,9.23,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),FMDRC,FMDRC,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),P7A2J,P7A2J,1,5.09,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),PF3DQ,PF3DQ,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),MPM5G,MPM5G,1,3.94,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),PLBX8,DRRXE,0,0,0.0,FAILURE_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),22NZZ,22NZZ,1,9.7,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),3EMAX,3EMAX,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),L9ZPK,L9ZPK,1,6.0,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),VZFJD,H4GY3,0,0,0.0,FAILURE_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),YSF9U,YSF9U,1,3.84,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),NJGEA,NJGEA,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),BPKWH,BPKWH,1,3.43,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),PBDM8,PBDM8,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),LBBBZ,LBBBZ,1,4.96,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),VPJRL,VPJRL,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),AT5LZ,AT5LZ,1,7.12,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),VHJUC,VHJUC,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),ZDU7W,ZDU7W,1,6.12,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),D8VKR,D8VKR,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),EEPY6,QY7CP,0,9.26,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),7SAVY,7SAVY,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),8B9G4,8B9G4,1,9.09,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),9F2N2,9F2N2,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),GAUUA,GAUUA,1,7.95,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),SKHYT,SKHYT,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),TKW8J,TKW8J,1,8.53,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),WH4TA,WH4TA,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),9L86J,9L86J,1,7.28,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),LB44H,LB44H,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),9T922,9T922,1,7.82,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),8JWVG,8JWVG,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),JU32E,JU32E,1,6.04,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),ERRQ4,ERRQ4,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),RZWAF,GEPQW,0,7.81,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),NZE2A,NZE2A,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),A42WB,8V3A3,0,4.87,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (question),T45CE,T45CE,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (semantic),4KRHT,4KRHT,1,3.86,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,0.45,0.45,0.45
image (adversarial),4DKS4,4DKS4,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,0.45,0.45,0.45
