captcha_type,captcha_text,user_input,success,typing_time,accuracy,ai_result,generation_strategy,p_distort,p_noise,p_rotate,Target
image (adversarial),BQG71,BQG71,1,8.88,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.88,3,1.0
image (question),S8PNN,S8PNN,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.72,3,1.0
image (question),T1EKK,778S6,0,5.76,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.74,3,0.0
image (semantic),764CA,764CA,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.79,3,1.0
image (adversarial),A6GMD,O6A1J,0,9.29,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.8,3,0.0
image (semantic),QNN6T,QNN6T,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.75,3,1.0
image (adversarial),PF0A5,PF0A5,1,3.28,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.84,3,1.0
image (question),O06FH,ERRYE,0,0,0.0,FAILURE_MLLM,G2_LLM_ZSA_CG,5,0.8,3,0.0
image (adversarial),12O00,12O00,1,3.76,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.87,3,1.0
image (semantic),AFS1I,AFS1I,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.84,3,1.0
image (question),VARKC,VARKC,1,6.58,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.79,3,1.0
image (adversarial),I159I,I159I,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.86,3,1.0
image (question),2D0VG,EB97P,0,4.61,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.87,3,0.0
image (adversarial),WDBOL,WDBOL,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.83,3,1.0
image (semantic),PCPBD,6GAXL,0,4.73,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.77,3,0.0
image (semantic),KKVPJ,KKVPJ,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.8,3,1.0
image (semantic),DAT5L,VIJVD,0,7.12,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.85,3,0.0
image (adversarial),DWVB8,DWVB8,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.88,3,1.0
image (adversarial),QD7WK,EPZ61,0,4.08,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.79,3,0.0
image (semantic),4UMNW,4UMNW,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.72,3,1.0
image (adversarial),P7SAV,P7SAV,1,9.69,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.84,3,1.0
image (question),C9G3R,F1N2O,0,0,0.0,FAILURE_MLLM,G2_LLM_ZSA_CG,5,0.81,3,0.0
image (question),JGFHZ,JGFHZ,1,7.95,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.88,3,1.0
image (adversarial),SKHZT,SKHZT,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.73,3,1.0
image (adversarial),KX7JE,3TAMV,0,4.74,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.87,3,0.0
image (question),NCZTZ,NCZTZ,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.78,3,1.0
image (semantic),9WAM0,922D0,0,6.76,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.76,3,0.0
image (adversarial),NX5WT,NX5WT,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.86,3,1.0
image (semantic),HW4OQ,HW4OQ,1,9.32,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.85,3,1.0
image (question),DGG5G,DGG5G,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.8,3,1.0
image (adversarial),KL53Y,KL53Y,1,4.72,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.74,3,1.0
image (question),68DS0,68DS0,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.86,3,1.0
image (adversarial),NDA37,NDA37,1,9.57,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.73,3,1.0
image (question),V2A2T,V2A2T,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.86,3,1.0
image (adversarial),F163L,F163L,1,7.84,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.8,3,1.0
image (semantic),WE3DK,WE3DK,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.8,3,1.0
image (question),6APFX,6APFX,1,9.19,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.75,3,1.0
image (semantic),3EGDD,3EGDD,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.89,3,1.0
image (semantic),MM7DB,YFYK3,0,7.2,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.73,3,0.0
image (question),MD6X7,MD6X7,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.86,3,1.0
image (semantic),2592F,RCU8K,0,8.5,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.73,3,0.0
image (question),D9GNL,VWE77,0,0,0.0,FAILURE_MLLM,G2_LLM_ZSA_CG,5,0.78,3,0.0
image (adversarial),NTTRT,UY0ZI,0,5.95,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.75,3,0.0
image (adversarial),A9AU8,M42FQ,0,0,0.0,FAILURE_MLLM,G2_LLM_ZSA_CG,5,0.88,3,0.0
image (question),4T7PH,4T7PH,1,9.73,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.74,3,1.0
image (question),ZNA8N,ZNA8N,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.84,3,1.0
image (adversarial),RVFFF,FG00Z,0,8.7,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.75,3,0.0
image (adversarial),KOM2Z,KOM2Z,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.76,3,1.0
image (semantic),XVGFO,7SZPF,0,8.81,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.78,3,0.0
image (adversarial),9S9EH,9S9EH,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.82,3,1.0
image (question),39VCY,F2XHD,0,8.79,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.8,3,0.0
image (adversarial),CV4BK,CV4BK,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.81,3,1.0
image (adversarial),A6GH7,U2BL7,0,6.95,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.75,3,0.0
image (question),AMKOH,AMKOH,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.85,3,1.0
image (adversarial),EYL6S,EYL6S,1,8.57,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.8,3,1.0
image (question),R5BFY,R5BFY,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.72,3,1.0
image (question),Z53X1,X7M2M,0,8.1,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.73,3,0.0
image (adversarial),M4P61,V8U9D,0,0,0.0,FAILURE_MLLM,G2_LLM_ZSA_CG,5,0.78,3,0.0
image (semantic),A1L52,A1L52,1,5.2,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.88,3,1.0
image (semantic),7FKND,7FKND,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.74,3,1.0
image (question),RJ5XF,RJ5XF,1,5.54,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.72,3,1.0
image (question),KOWYP,NYSJ5,0,0,0.0,FAILURE_MLLM,G2_LLM_ZSA_CG,5,0.8,3,0.0
image (adversarial),YWX0I,YWX0I,1,3.74,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.86,3,1.0
image (semantic),NU4I5,NU4I5,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.83,3,1.0
image (semantic),X6QD0,LL9RZ,0,4.4,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.88,3,0.0
image (semantic),RKBFQ,RKBFQ,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.83,3,1.0
image (adversarial),91C32,91C32,1,9.08,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.9,3,1.0
image (semantic),8YJWD,8YJWD,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.71,3,1.0
image (adversarial),5QPH6,5QPH6,1,9.31,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.74,3,1.0
image (question),M1FMP,M1FMP,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.8,3,1.0
image (question),8P6U3,8P6U3,1,8.06,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.81,3,1.0
image (question),UFX30,UFX30,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.87,3,1.0
image (semantic),FQF5E,FQF5E,1,8.06,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.89,3,1.0
image (adversarial),974WX,974WX,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.82,3,1.0
image (adversarial),9PTFN,A3A6S,0,7.04,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.77,3,0.0
image (question),5ZXQO,5ZXQO,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.77,3,1.0
image (adversarial),9M7QN,4YPKW,0,5.67,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.81,3,0.0
image (question),7493D,D0WTW,0,0,0.0,FAILURE_MLLM,G2_LLM_ZSA_CG,5,0.83,3,0.0
image (question),S3Y4H,S3Y4H,1,4.37,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.86,3,1.0
image (question),QE86O,QE86O,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.86,3,1.0
image (semantic),O72SJ,OI6OA,0,8.57,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.83,3,0.0
image (question),FN33V,I9GX3,0,0,0.0,FAILURE_MLLM,G2_LLM_ZSA_CG,5,0.77,3,0.0
image (semantic),2UEW9,D2SW2,0,6.06,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.73,3,0.0
image (adversarial),4WJT8,4WJT8,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.74,3,1.0
image (question),A1FWT,A1FWT,1,8.2,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.89,3,1.0
image (semantic),EQWMI,EQWMI,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.88,3,1.0
image (adversarial),403NJ,WUDQV,0,7.39,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.71,3,0.0
image (adversarial),DK6DR,DK6DR,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.77,3,1.0
image (semantic),RAC8C,QFK6X,0,7.43,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.84,3,0.0
image (question),W4EMM,W4EMM,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.9,3,1.0
image (question),F07GB,N6BED,0,4.51,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.7,3,0.0
image (question),YEJHD,YEJHD,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.84,3,1.0
image (question),0RSOG,8D2VF,0,8.02,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.73,3,0.0
image (semantic),HZPQV,HZPQV,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.75,3,1.0
image (adversarial),VPUNW,JOV58,0,9.71,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.71,3,0.0
image (adversarial),TOE3P,TOE3P,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.74,3,1.0
image (semantic),XN2EL,XN2EL,1,6.97,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.7,3,1.0
image (question),LICKH,LICKH,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.74,3,1.0
image (semantic),V54C6,V54C6,1,5.24,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.78,3,1.0
image (adversarial),H2R9P,H2R9P,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.72,3,1.0
image (adversarial),VIAA2,4O67B,0,4.99,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.82,3,0.0
image (semantic),XCD20,XCD20,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.75,3,1.0
image (question),ULWOZ,NWBBA,0,3.85,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.79,3,0.0
image (semantic),DLYPG,DLYPG,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.74,3,1.0
image (adversarial),TAYB5,LW3JG,0,3.53,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.71,3,0.0
image (semantic),EQE51,EQE51,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.88,3,1.0
image (question),YSIRR,YSIRR,1,3.64,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.76,3,1.0
image (adversarial),1ZM4I,1ZM4I,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.83,3,1.0
image (semantic),CRHYQ,CRHYQ,1,4.46,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.78,3,1.0
image (adversarial),VS41L,VS41L,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.79,3,1.0
image (adversarial),DE7NQ,KFL5X,0,4.32,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.82,3,0.0
image (adversarial),F50I6,F50I6,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.74,3,1.0
image (semantic),TMETM,BJDX0,0,6.56,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.74,3,0.0
image (semantic),PKOVT,PKOVT,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.8,3,1.0
image (adversarial),BIDE6,BIDE6,1,3.71,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.82,3,1.0
image (question),IWZOD,IWZOD,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.85,3,1.0
image (adversarial),H2MKV,H2MKV,1,9.35,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.85,3,1.0
image (adversarial),W04YG,W04YG,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.84,3,1.0
image (semantic),6FARM,1AMRA,0,4.2,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.74,3,0.0
image (adversarial),5RBAY,5RBAY,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.76,3,1.0
image (question),GFDK0,GFDK0,1,6.82,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.79,3,1.0
image (question),XJQ3K,XJQ3K,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.77,3,1.0
image (adversarial),46VEY,46VEY,1,5.87,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.85,3,1.0
image (semantic),H9MBU,H9MBU,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.84,3,1.0
image (question),0G8W8,95G6M,0,9.39,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.88,3,0.0
image (question),LV8JG,LV8JG,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.82,3,1.0
image (adversarial),WPQ82,QF8WX,0,7.8,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.76,3,0.0
image (question),KK2AB,KK2AB,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.76,3,1.0
image (semantic),RAM4B,8U8ZF,0,6.51,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.73,3,0.0
image (adversarial),0P7KB,0P7KB,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.89,3,1.0
image (semantic),WP8DJ,WP8DJ,1,6.05,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.76,3,1.0
image (adversarial),52F1J,52F1J,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.78,3,1.0
image (semantic),DUWTN,DUWTN,1,6.69,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.88,3,1.0
image (semantic),YSYMM,YSYMM,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.79,3,1.0
image (adversarial),6A1DF,W65B4,0,5.61,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.88,3,0.0
image (adversarial),EYQ1S,EYQ1S,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.87,3,1.0
image (semantic),3XMDK,VSZZS,0,3.85,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.8,3,0.0
image (question),U8E6X,U8E6X,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.73,3,1.0
image (question),9ARYE,IDASO,0,6.64,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.7,3,0.0
image (semantic),7KRGI,7KRGI,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.87,3,1.0
image (question),Y4WPW,0TRKY,0,4.2,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.74,3,0.0
image (semantic),8RYOZ,8RYOZ,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.72,3,1.0
image (question),FKEOU,B68Q0,0,7.34,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.71,3,0.0
image (question),J9M4S,J9M4S,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.77,3,1.0
image (adversarial),SGFXU,SGFXU,1,8.34,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.79,3,1.0
image (question),KO6XN,KO6XN,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.79,3,1.0
image (question),ZSXJZ,ZSXJZ,1,7.32,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.82,3,1.0
image (question),OB4FD,OB4FD,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.72,3,1.0
image (adversarial),1930I,97CJB,0,5.69,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.88,3,0.0
image (adversarial),0PNWB,0PNWB,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.73,3,1.0
image (semantic),N9UHJ,N9UHJ,1,8.2,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.79,3,1.0
image (adversarial),PT2DA,PT2DA,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.89,3,1.0
image (adversarial),36MOT,0TGH3,0,9.7,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.71,3,0.0
image (question),SM642,SM642,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.79,3,1.0
image (question),CC2KE,3K3OM,0,3.16,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.75,3,0.0
image (question),5FKTI,5FKTI,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.8,3,1.0
image (semantic),OCZDQ,PH5CH,0,3.23,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.88,3,0.0
image (question),3L16C,Z1B98,0,0,0.0,FAILURE_MLLM,G2_LLM_ZSA_CG,5,0.8,3,0.0
image (adversarial),VWCT8,VWCT8,1,6.48,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.75,3,1.0
image (adversarial),IMR25,IMR25,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.75,3,1.0
image (semantic),2HVNY,2HVNY,1,8.36,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.7,3,1.0
image (semantic),ZPPEP,ZPPEP,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.88,3,1.0
image (question),M7IDA,AZ3CE,0,9.94,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.78,3,0.0
image (question),GBMXI,GBMXI,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.76,3,1.0
image (semantic),XXC7H,PKNT5,0,9.01,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.84,3,0.0
image (semantic),I6LTD,I6LTD,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.77,3,1.0
image (question),WKHE9,02BIP,0,3.86,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.75,3,0.0
image (semantic),18A4J,18A4J,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.82,3,1.0
image (adversarial),DKVR5,DKVR5,1,5.66,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.78,3,1.0
image (question),XTXB1,XTXB1,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.89,3,1.0
image (question),M3J1H,P00CD,0,6.04,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.71,3,0.0
image (question),NZY47,NZY47,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.79,3,1.0
image (adversarial),1J8Q9,1J8Q9,1,7.78,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.75,3,1.0
image (semantic),J91KU,J91KU,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.71,3,1.0
image (semantic),X23VE,PAABM,0,8.93,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.81,3,0.0
image (question),WUOUC,WUOUC,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.88,3,1.0
image (question),CG1J5,CG1J5,1,9.1,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.73,3,1.0
image (semantic),XIXGS,XIXGS,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.79,3,1.0
image (semantic),ZCZJJ,IDSEC,0,3.31,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.84,3,0.0
image (semantic),HU3YC,HU3YC,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.79,3,1.0
image (semantic),L2MOX,B76AV,0,4.12,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.79,3,0.0
image (adversarial),3S2SU,3S2SU,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.77,3,1.0
image (adversarial),UXF1X,W0TE5,0,9.98,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.89,3,0.0
image (question),2VXSL,2VXSL,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.74,3,1.0
image (adversarial),II1NQ,8OCUC,0,6.12,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.85,3,0.0
image (adversarial),NRI2I,I6YXV,0,0,0.0,FAILURE_MLLM,G2_LLM_ZSA_CG,5,0.87,3,0.0
image (semantic),2MEOS,65AEJ,0,8.41,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.73,3,0.0
image (question),T70EB,T70EB,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.79,3,1.0
image (question),CSTNP,E66VW,0,7.98,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.73,3,0.0
image (semantic),9B0MQ,9B0MQ,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.78,3,1.0
image (question),P1Z00,P1Z00,1,9.27,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.82,3,1.0
image (question),VNXNP,VNXNP,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.8,3,1.0
image (question),1IRBS,LLGF3,0,5.99,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.81,3,0.0
image (adversarial),09HSU,09HSU,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.82,3,1.0
image (semantic),FKRIG,7XFH4,0,8.27,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.89,3,0.0
image (adversarial),1A68T,1A68T,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.86,3,1.0
image (adversarial),3NK8P,DZ4PP,0,5.06,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.79,3,0.0
image (adversarial),J590E,J590E,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.77,3,1.0
image (question),ICFMQ,L7P72,0,7.95,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.85,3,0.0
image (adversarial),L4X5B,L4X5B,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.83,3,1.0
image (adversarial),V5HHQ,H5840,0,4.98,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.8,3,0.0
image (semantic),ACUHG,ACUHG,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.78,3,1.0
image (adversarial),WIMT8,RWVTK,0,7.68,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.88,3,0.0
image (adversarial),H861P,H861P,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.79,3,1.0
image (semantic),EQLEZ,VYBJH,0,9.05,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.84,3,0.0
image (semantic),4OULY,4OULY,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.78,3,1.0
image (semantic),JBRHW,JBRHW,1,7.01,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.71,3,1.0
image (question),FHW8W,FHW8W,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.77,3,1.0
image (question),8AN2L,8AN2L,1,3.34,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.77,3,1.0
image (semantic),HT94O,HT94O,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.84,3,1.0
image (adversarial),6LH07,S2BKA,0,6.69,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.71,3,0.0
image (semantic),WYB03,WYB03,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.78,3,1.0
image (semantic),0JDCZ,0JDCZ,1,8.2,1.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.85,3,1.0
image (semantic),T7DVO,T7DVO,1,0,1.0,SUCCESS_MLLM,G2_LLM_ZSA_CG,5,0.87,3,1.0
image (question),P0KQD,D8UR6,0,5.04,0.0,HUMAN_AGENT,G2_LLM_ZSA_CG,5,0.89,3,0.0
